Budget,ActorPopularity,Genre,Rating
57107275,0.4,Drama,4.0
76786427,0.58,Comedy,4.2
11590556,0.38,Drama,4.0
41977132,0.38,Crime,4.0
32381528,0.92,Comedy,4.3
263722000,0.32,Fantasy,4.0
42511005,0.82,Romance,5.4
257228313,0.81,Sci-Fi,6.5
22189237,0.43,Horror,4.0
233921257,0.31,Sci-Fi,4.0
147691836,0.75,Crime,5.4
57817851,0.4,Animation,4.0
14741667,0.36,Drama,4.0
135973942,0.73,Animation,4.8
7586676,0.69,Romance,4.0
18074924,0.71,Drama,4.1
183967140,0.78,Action,5.8
32534628,0.87,Romance,4.2
1041475,0.85,Indie,4.0
106352450,0.71,Crime,4.5
17661723,0.86,Indie,5.1
211798383,0.38,Sci-Fi,4.0
68186321,0.67,Thriller,4.2
61197481,0.82,Thriller,4.2
219241369,0.94,Action,7.8
9721043,0.4,Drama,4.0
306806372,0.38,Action,5.5
121956727,0.68,Adventure,4.6
48202692,0.72,Drama,4.6
3864662,0.59,Indie,4.0
301373966,0.46,Action,5.0
20818987,0.74,Horror,4.2
28436931,0.48,Romance,4.0
114790000,0.74,Crime,4.9
10578307,0.32,Indie,4.0
274984415,0.92,Action,7.5
181191527,0.55,Adventure,5.5
23901270,0.34,Horror,4.0
134472438,0.98,Crime,6.5
43150209,0.94,Thriller,4.8
33368925,0.87,Comedy,4.4
20366686,0.38,Thriller,4.0
84012477,0.38,Comedy,4.0
14843643,0.68,Indie,4.0
57066908,0.82,Thriller,4.1
36441090,0.65,Drama,4.3
56153217,0.85,Animation,5.5
88830546,0.4,Adventure,4.0
4629972,0.96,Indie,5.4
82665344,0.43,Adventure,4.0
87290879,0.47,Adventure,4.0
179157962,0.35,Sci-Fi,4.0
15117214,0.96,Horror,5.4
140594140,0.44,Adventure,4.0
41380976,0.32,Comedy,4.0
31416535,0.66,Drama,4.3
36985571,0.59,Romance,4.0
19648841,0.32,Horror,4.0
259187489,0.44,Action,5.4
252930306,0.57,Sci-Fi,6.2
128241965,0.87,Adventure,6.6
39986839,0.35,Thriller,4.0
94571567,0.86,Animation,6.0
65095066,0.32,Adventure,4.0
75674053,0.59,Thriller,4.0
49066362,0.7,Romance,4.6
21788404,0.6,Comedy,4.0
93372813,0.92,Adventure,5.1
9814554,0.7,Indie,4.0
48238766,0.86,Animation,5.3
10044807,0.69,Indie,4.0
124989766,0.34,Crime,4.0
217182160,0.72,Action,6.1
149894139,0.74,Fantasy,5.6
166032061,0.83,Adventure,6.2
120043836,0.74,Adventure,4.7
187847820,0.77,Fantasy,6.4
100931542,0.68,Thriller,4.2
71271711,0.95,Thriller,5.0
136948372,0.95,Adventure,6.4
141450573,0.47,Fantasy,4.5
36319440,0.42,Romance,4.0
107606268,0.7,Animation,5.6
189740461,0.85,Fantasy,5.7
8541270,0.9,Horror,4.8
48732310,0.32,Crime,4.0
153679432,0.86,Animation,6.3
15092815,0.36,Drama,4.0
52342581,0.75,Drama,4.1
114257872,0.48,Crime,4.6
52464914,0.46,Animation,4.0
223427631,0.65,Fantasy,5.7
190414846,0.91,Fantasy,7.3
74653983,0.95,Comedy,6.0
165197388,0.73,Animation,6.4
98211798,0.32,Crime,4.0
88365847,0.93,Comedy,6.3
20955109,0.39,Horror,4.0
155576675,0.65,Adventure,5.5
243300166,0.97,Sci-Fi,8.3
36371391,0.93,Romance,5.3
93793795,0.48,Action,4.0
145952534,0.62,Adventure,4.2
20677826,0.56,Drama,4.0
178241097,0.36,Fantasy,4.0
36183715,0.65,Comedy,4.0
142589272,0.84,Fantasy,6.0
95120173,0.91,Thriller,5.0
14156844,0.69,Indie,4.6
73428585,0.48,Adventure,4.0
281497022,0.38,Sci-Fi,5.7
71844267,0.38,Comedy,4.0
126601928,0.42,Adventure,4.0
19562693,0.68,Indie,4.0
67518791,0.37,Thriller,4.0
246799954,0.76,Fantasy,6.3
24474790,0.33,Horror,4.0
114222325,0.73,Thriller,5.4
71503459,0.67,Thriller,4.5
185241555,0.32,Fantasy,4.0
8089851,0.34,Horror,4.0
120735993,0.37,Animation,4.0
45922966,0.82,Romance,5.3
56939031,0.67,Thriller,4.0
89593364,0.48,Animation,4.0
17837908,0.46,Indie,4.0
38449486,0.97,Thriller,5.2
58525946,0.66,Drama,4.6
72031050,0.31,Comedy,4.0
55251854,0.35,Comedy,4.0
48324269,0.54,Comedy,4.0
241824731,0.85,Fantasy,7.7
281860154,0.58,Sci-Fi,5.6
169423015,0.91,Adventure,6.3
101755018,0.92,Sci-Fi,5.6
55339114,0.57,Animation,4.3
1735877,0.92,Indie,4.6
28181811,0.51,Horror,4.0
28067632,0.59,Comedy,4.0
277103419,0.5,Sci-Fi,4.8
181774073,0.57,Fantasy,4.2
17248384,0.91,Indie,5.6
84227788,0.39,Comedy,4.0
176732501,0.73,Animation,5.9
1095682,0.89,Indie,4.6
69046673,0.37,Animation,4.0
16881450,0.65,Horror,4.0
177630227,0.72,Sci-Fi,6.3
80537237,0.94,Crime,6.1
248017791,0.67,Fantasy,6.5
277604371,0.96,Sci-Fi,7.7
217519272,0.6,Fantasy,6.1
96131167,0.51,Thriller,4.2
58933035,0.53,Comedy,4.0
10308502,0.38,Romance,4.0
7059307,0.34,Indie,4.0
156990044,0.47,Adventure,4.9
2492784,0.54,Indie,4.0
71704595,0.76,Comedy,4.0
214369276,0.81,Fantasy,6.5
47802066,0.59,Thriller,4.0
5219907,0.37,Indie,4.0
31990560,0.71,Romance,4.0
106388132,0.32,Action,4.0
150834708,0.85,Fantasy,5.6
137167316,0.42,Fantasy,4.0
70337643,0.76,Thriller,4.2
19681509,0.72,Indie,4.0
26711201,0.52,Thriller,4.0
8963352,0.86,Drama,5.7
35426689,0.89,Romance,5.0
151245705,0.67,Adventure,4.4
142818082,0.82,Adventure,6.6
299717749,0.64,Sci-Fi,6.7
37563172,0.46,Thriller,4.0
29807641,0.58,Horror,4.0
50515702,0.43,Drama,4.0
10703621,0.34,Indie,4.0
47510296,0.71,Romance,4.0
84915641,0.77,Action,5.3
20531778,0.38,Drama,4.0
59139408,0.84,Drama,5.3
187224562,0.51,Adventure,4.1
48156063,0.35,Romance,4.0
38740098,0.49,Comedy,4.0
64997347,0.92,Comedy,5.9
20898232,0.84,Horror,4.3
83285264,0.82,Action,6.0
138168808,0.62,Action,4.8
84585618,0.78,Thriller,5.6
21145539,0.89,Drama,4.7
166197851,0.6,Fantasy,5.3
226671587,0.6,Action,6.4
55315666,0.88,Thriller,5.3
30219296,0.4,Thriller,4.0
11588392,0.44,Drama,4.0
17063238,0.53,Indie,4.0
13947630,0.89,Indie,4.8
154047545,0.96,Adventure,6.9
24765534,0.94,Romance,4.6
16281629,0.76,Drama,4.9
225147236,0.52,Sci-Fi,4.8
4582060,0.32,Horror,4.0
13250982,0.74,Horror,4.0
150875924,0.8,Adventure,6.4
29952346,0.4,Comedy,4.0
16013910,0.49,Indie,4.0
17483730,0.76,Indie,4.4
75498656,0.6,Comedy,4.3
155201952,0.75,Sci-Fi,5.8
129624651,0.41,Crime,4.0
239005527,0.67,Sci-Fi,6.3
78717559,0.54,Comedy,4.0
46315027,0.84,Animation,4.4
53143453,0.86,Thriller,4.5
7521703,0.32,Indie,4.0
177241445,0.79,Sci-Fi,6.0
25902318,0.72,Drama,4.0
172029496,0.31,Sci-Fi,4.1
4484190,0.65,Indie,4.0
79128491,0.62,Thriller,4.0
72040474,0.53,Comedy,4.0
11536022,0.92,Horror,5.1
11787488,0.59,Horror,4.0
233634500,0.9,Sci-Fi,7.4
118369328,0.61,Adventure,5.0
17089715,0.74,Comedy,4.2
11754147,0.46,Indie,4.0
44012688,0.61,Drama,4.1
64286827,0.89,Crime,6.0
222444102,0.69,Fantasy,6.7
168108019,0.83,Animation,6.8
3044165,0.51,Indie,4.0
95660281,0.87,Adventure,5.0
96918007,0.47,Adventure,4.0
87537571,0.81,Comedy,4.8
8873017,0.48,Horror,4.0
90769534,0.7,Animation,4.3
153959354,0.69,Sci-Fi,4.7
88780240,0.64,Comedy,4.0
46022623,0.44,Drama,4.0
43254296,0.78,Animation,4.8
135038972,0.4,Sci-Fi,4.0
17000224,0.43,Comedy,4.0
88738891,0.34,Action,4.0
176493075,0.56,Adventure,4.1
338152468,0.79,Action,7.0
52444265,0.86,Animation,4.7
32474259,0.5,Thriller,4.0
238453537,0.5,Sci-Fi,4.9
262108273,0.94,Sci-Fi,7.8
339087378,0.49,Action,6.6
67111926,0.43,Animation,4.0
154930891,0.87,Fantasy,6.6
81959534,0.44,Action,4.0
325373661,0.87,Action,7.8
8235438,0.55,Drama,4.0
46481909,0.56,Romance,4.0
8311653,0.91,Romance,4.1
109716761,0.57,Thriller,4.0
16750455,0.92,Comedy,4.7
27071644,0.89,Romance,5.3
8542883,0.97,Indie,4.3
146954568,0.37,Adventure,4.0
142172780,0.83,Fantasy,5.7
34038449,0.55,Animation,4.0
205399465,0.59,Sci-Fi,4.8
67802883,0.56,Animation,4.2
236921240,0.58,Fantasy,5.3
64141054,0.66,Adventure,4.3
179094633,0.65,Animation,5.7
78414980,0.66,Comedy,4.5
95135201,0.83,Crime,4.9
279176824,0.85,Action,7.2
37436171,0.87,Romance,5.0
23137155,0.77,Thriller,4.0
126694600,0.39,Action,4.1
37504476,0.88,Romance,5.2
220073620,0.87,Fantasy,6.2
242524607,0.96,Action,7.6
277860431,0.94,Action,8.5
156960743,0.53,Adventure,4.2
76816745,0.63,Comedy,4.0
33517985,0.63,Comedy,4.0
13008219,0.37,Drama,4.0
104011120,0.4,Crime,4.0
14516159,0.94,Indie,4.9
18919873,0.4,Drama,4.0
41374956,0.7,Romance,4.0
9869570,0.79,Indie,4.0
15062254,0.86,Drama,4.8
15510716,0.63,Horror,4.0
36200251,0.83,Romance,4.1
107993264,0.39,Fantasy,4.0
60016339,0.78,Adventure,4.0
2670374,0.34,Indie,4.0
12481358,0.58,Indie,4.0
106084212,0.44,Adventure,4.0
107680935,0.64,Adventure,5.2
158073230,0.9,Fantasy,6.9
3169680,0.34,Horror,4.0
139632675,0.65,Crime,4.6
27061103,0.61,Horror,4.0
29729173,0.56,Thriller,4.0
7419228,0.63,Romance,4.0
44745935,0.74,Romance,4.8
129105879,0.38,Action,4.0
175563157,0.87,Action,7.0
26566031,0.51,Comedy,4.0
2463630,0.81,Indie,4.0
74291532,0.86,Adventure,4.8
97624421,0.61,Action,4.8
154264600,0.76,Fantasy,4.8
128833745,0.92,Adventure,6.7
41626436,0.9,Crime,5.5
21850020,0.78,Horror,4.1
263371650,0.4,Sci-Fi,5.0
170918701,0.7,Adventure,5.6
66253278,0.39,Thriller,4.0
91022302,0.58,Adventure,4.5
263528639,0.65,Fantasy,5.5
114273510,0.85,Adventure,6.2
43617553,0.91,Comedy,5.4
19767638,0.48,Comedy,4.0
44680307,0.75,Romance,4.2
54585451,0.35,Crime,4.0
285520879,0.54,Sci-Fi,5.5
180568808,0.89,Sci-Fi,6.0
46233764,0.58,Animation,4.0
146882629,0.33,Animation,4.0
247916822,0.67,Sci-Fi,6.9
13052093,0.93,Horror,4.5
111507669,0.96,Animation,6.0
192710136,0.93,Sci-Fi,7.4
144059521,0.5,Crime,5.1
42732656,0.52,Animation,4.0
134276148,0.78,Adventure,5.4
150077152,0.54,Adventure,4.3
41401790,0.44,Thriller,4.0
98261288,0.67,Action,4.4
14190052,0.33,Romance,4.0
27515534,0.32,Horror,4.0
46349369,0.37,Comedy,4.0
77102504,0.83,Comedy,5.7
17563103,0.4,Comedy,4.0
15937936,0.76,Indie,4.0
6944087,0.41,Indie,4.0
13446984,0.93,Indie,4.7
26442219,0.94,Horror,5.0
124395467,0.75,Action,4.8
44976255,0.54,Romance,4.1
164776572,0.88,Action,6.8
2703689,0.35,Indie,4.0
283132398,0.93,Sci-Fi,8.4
46473470,0.48,Romance,4.0
161210151,0.32,Fantasy,4.0
86814838,0.82,Adventure,5.6
39118084,0.7,Drama,4.0
46586659,0.76,Romance,4.7
268892652,0.81,Sci-Fi,6.3
290813326,0.5,Action,6.0
171621143,0.83,Sci-Fi,5.4
4976787,0.3,Indie,4.0
195165771,0.59,Action,5.2
10536550,0.34,Indie,4.0
112333304,0.92,Crime,7.0
75205971,0.9,Crime,5.9
44604084,0.54,Drama,4.2
190341124,0.77,Sci-Fi,5.8
273996149,0.56,Action,5.1
85349641,0.69,Thriller,4.5
32579877,0.57,Crime,4.0
45781271,0.35,Animation,4.0
188178104,0.48,Adventure,5.0
218575747,0.64,Sci-Fi,6.0
56093999,0.91,Drama,5.3
243082297,0.88,Sci-Fi,6.8
13581859,0.89,Indie,4.0
85870908,0.61,Thriller,4.4
30426056,0.52,Drama,4.0
76699561,0.86,Crime,4.9
191866676,0.51,Sci-Fi,4.2
44648400,0.49,Thriller,4.0
9166306,0.7,Horror,4.0
106864099,0.78,Crime,4.9
172601689,0.53,Sci-Fi,4.0
97152110,0.69,Action,5.0
110834115,0.33,Thriller,4.0
132583337,0.95,Crime,6.7
88509660,0.47,Thriller,4.0
26863001,0.56,Comedy,4.0
49356931,0.93,Drama,5.4
74897404,0.95,Crime,6.7
149679720,0.81,Adventure,6.6
175768606,0.61,Animation,5.8
13887248,0.42,Drama,4.0
61833635,0.41,Thriller,4.0
202496003,0.76,Sci-Fi,6.7
155948605,0.61,Action,4.7
13216887,0.47,Drama,4.0
147689942,0.3,Action,4.0
61204754,0.87,Comedy,4.6
31642611,0.42,Animation,4.0
14642076,0.74,Drama,4.6
52940063,0.35,Crime,4.0
63418319,0.66,Animation,5.0
1143476,0.77,Indie,4.2
34282914,0.83,Thriller,4.6
233755386,0.55,Sci-Fi,5.5
57003082,0.69,Comedy,4.1
104957407,0.78,Adventure,4.6
168717788,0.33,Animation,4.0
22860051,0.63,Romance,4.0
8245986,0.35,Indie,4.0
111492929,0.65,Fantasy,4.7
42162741,0.49,Drama,4.2
4792492,0.75,Horror,4.3
19282433,0.79,Drama,4.7
108977255,0.42,Action,4.0
21007139,0.39,Horror,4.0
126311339,0.75,Sci-Fi,4.8
5975624,0.49,Horror,4.0
24972572,0.44,Horror,4.0
18612742,0.81,Indie,4.0
45740224,0.71,Romance,4.0
147931881,0.8,Action,6.2
10423682,0.73,Drama,5.1
26971088,0.77,Horror,4.0
16763377,0.79,Drama,4.7
54671033,0.9,Drama,5.2
7508328,0.33,Indie,4.0
41778449,0.36,Drama,4.0
298591287,0.47,Action,5.2
140713312,0.34,Crime,4.0
131957350,0.94,Fantasy,6.1
155525152,0.57,Adventure,4.8
214222069,0.45,Fantasy,5.0
33075969,0.74,Crime,5.3
70795728,0.76,Comedy,5.1
3483951,0.62,Indie,4.0
80972736,0.89,Fantasy,4.9
18813575,0.45,Indie,4.0
221557101,0.47,Action,5.6
104062873,0.35,Animation,4.0
18122416,0.69,Drama,4.7
121813746,0.59,Sci-Fi,4.0
276973907,0.58,Action,6.6
72781957,0.61,Thriller,4.3
285709990,0.46,Action,5.3
13644705,0.69,Drama,4.7
31271296,0.34,Romance,4.0
13083210,0.75,Horror,4.0
72548420,0.97,Thriller,6.0
276751737,0.43,Fantasy,4.7
66142700,0.31,Thriller,4.0
42451247,0.61,Thriller,4.0
33859752,0.39,Drama,4.0
26872853,0.5,Comedy,4.0
200309700,0.75,Sci-Fi,6.7
12526707,0.94,Indie,5.1
24888206,0.76,Romance,4.0
167771307,0.73,Animation,6.5
162336615,0.95,Animation,6.9
112906190,0.37,Crime,4.0
39799652,0.73,Thriller,4.5
3839892,0.75,Indie,4.1
55389150,0.45,Thriller,4.0
125964419,0.79,Sci-Fi,6.2
18466346,0.96,Horror,4.2
10865684,0.55,Romance,4.0
159992408,0.95,Sci-Fi,7.4
209324490,0.35,Action,4.5
42500723,0.64,Romance,4.0
9961589,0.55,Indie,4.0
14099794,0.92,Indie,5.0
19756395,0.52,Horror,4.0
261154590,0.91,Fantasy,7.8
27217766,0.83,Horror,4.8
75030524,0.94,Crime,5.7
207195199,0.55,Sci-Fi,5.1
16187813,0.56,Horror,4.0
132624958,0.95,Animation,5.8
165257813,0.39,Sci-Fi,4.0
15413096,0.32,Horror,4.0
258262843,0.93,Action,8.2
20047180,0.36,Horror,4.0
99986323,0.4,Thriller,4.0
45635685,0.56,Romance,4.0
108781126,0.38,Adventure,4.0
323310074,0.89,Action,7.6
188768872,0.83,Sci-Fi,6.5
50660991,0.42,Comedy,4.0
4766276,0.98,Horror,5.4
103076416,0.7,Crime,4.6
35880787,0.86,Drama,4.9
27733033,0.45,Romance,4.0
170769688,0.45,Adventure,4.7
117984348,0.95,Sci-Fi,6.5
96099510,0.66,Action,4.9
81529367,0.94,Comedy,6.1
17535414,0.93,Drama,4.8
19420805,0.6,Indie,4.1
105390453,0.52,Animation,4.0
67495084,0.8,Crime,4.7
153656044,0.48,Animation,4.9
149493173,0.76,Crime,5.1
112075284,0.74,Adventure,4.6
139503933,0.76,Crime,6.0
65826915,0.9,Thriller,5.8
209375816,0.61,Sci-Fi,4.9
73728027,0.76,Thriller,4.5
215636003,0.3,Sci-Fi,4.0
105040379,0.93,Action,6.2
17234145,0.85,Romance,5.3
18299958,0.93,Comedy,4.7
99678327,0.75,Crime,4.5
161595286,0.63,Action,5.4
5295758,0.34,Indie,4.0
112309361,0.38,Adventure,4.0
10607097,0.96,Horror,4.9
44208016,0.82,Comedy,4.7
123164251,0.36,Crime,4.3
186547126,0.38,Action,4.0
30559534,0.78,Romance,4.4
43623696,0.92,Thriller,4.4
55029865,0.69,Crime,4.7
126070354,0.53,Adventure,4.6
164556090,0.86,Fantasy,6.7
58616380,0.92,Crime,5.1
50945420,0.77,Drama,5.5
277719737,0.72,Sci-Fi,7.3
233188281,0.42,Fantasy,4.3
119608648,0.83,Adventure,5.2
203609091,0.59,Sci-Fi,5.3
332083673,0.57,Action,7.1
153242666,0.33,Animation,4.0
203636351,0.84,Fantasy,5.8
72518812,0.86,Animation,4.9
132973209,0.31,Action,4.0
33391799,0.54,Thriller,4.0
89662833,0.91,Animation,5.9
79092819,0.78,Animation,5.8
176700113,0.93,Adventure,7.1
99329000,0.83,Animation,5.5
36703471,0.81,Romance,4.0
148167530,0.97,Sci-Fi,7.4
18830418,0.93,Drama,5.5
44244604,0.81,Crime,4.7
31226788,0.68,Drama,4.6
19994275,0.4,Indie,4.0
114736386,0.88,Crime,5.5
34180927,0.34,Romance,4.0
160606050,0.44,Fantasy,4.3
52513327,0.87,Thriller,5.2
17065474,0.89,Indie,4.4
45400191,0.66,Crime,4.0
136432349,0.63,Crime,4.4
91694609,0.63,Sci-Fi,4.1
111843414,0.83,Animation,5.9
16965475,0.31,Romance,4.0
297975296,0.56,Sci-Fi,5.9
233987346,0.75,Action,6.0
16888915,0.75,Indie,4.0
25579011,0.84,Romance,4.0
23872984,0.69,Romance,4.4
118541856,0.35,Crime,4.0
9981452,0.35,Indie,4.0
75932113,0.52,Crime,4.0
249992757,0.36,Fantasy,4.9
126779457,0.7,Fantasy,4.9
156033509,0.85,Adventure,5.4
153598484,0.31,Action,4.0
52739032,0.31,Drama,4.0
96589496,0.37,Crime,4.0
35088520,0.51,Comedy,4.0
135404543,0.81,Fantasy,5.5
178322744,0.61,Fantasy,5.1
168980351,0.32,Adventure,4.3
117879903,0.35,Adventure,4.0
122095618,0.35,Adventure,4.0
16848411,0.6,Drama,4.0
327165840,0.95,Action,8.6
173549929,0.72,Animation,6.0
67300592,0.46,Thriller,4.0
259373430,0.77,Sci-Fi,7.4
11360514,0.44,Indie,4.0
133342737,0.56,Crime,4.3
259782591,0.42,Action,4.4
165115268,0.38,Action,4.0
267424552,0.63,Action,5.9
21892499,0.74,Horror,4.1
19104045,0.3,Horror,4.0
36243764,0.96,Drama,5.7
13374588,0.67,Horror,4.0
167619451,0.5,Adventure,4.4
143083320,0.9,Adventure,5.6
193523990,0.91,Sci-Fi,6.7
217939081,0.88,Action,6.1
52784548,0.54,Thriller,4.0
113466932,0.33,Adventure,4.0
21959807,0.59,Horror,4.0
178481888,0.35,Adventure,4.4
244502872,0.54,Fantasy,5.5
49895678,0.52,Thriller,4.0
46833436,0.62,Romance,4.0
30472303,0.37,Romance,4.0
171004897,0.76,Adventure,5.7
111035442,0.88,Sci-Fi,6.0
120033034,0.72,Animation,5.0
16889773,0.75,Horror,4.0
24564082,0.89,Romance,5.6
28009092,0.45,Horror,4.0
55983721,0.72,Comedy,4.1
228132177,0.47,Fantasy,5.0
9673105,0.49,Indie,4.0
244328888,0.9,Sci-Fi,7.8
3576337,0.66,Horror,4.0
123899822,0.68,Crime,4.6
256194595,0.64,Action,5.5
17006404,0.79,Indie,4.0
249585428,0.86,Fantasy,7.2
102372541,0.37,Animation,4.0
319199111,0.39,Action,5.7
79255018,0.82,Comedy,5.0
20400392,0.54,Horror,4.0
14851220,0.55,Indie,4.0
105409773,0.88,Fantasy,5.1
92727477,0.33,Sci-Fi,4.0
60854087,0.56,Thriller,4.0
8497605,0.69,Indie,4.3
57479144,0.89,Drama,5.0
42385806,0.8,Comedy,4.5
67813594,0.66,Thriller,4.2
178789688,0.7,Sci-Fi,5.8
60621919,0.68,Adventure,4.2
44313269,0.94,Comedy,4.9
44081034,0.5,Romance,4.0
33611937,0.56,Romance,4.0
235502688,0.67,Sci-Fi,5.3
169624239,0.91,Sci-Fi,6.1
41148865,0.93,Thriller,5.5
213498879,0.43,Action,4.5
25792112,0.58,Drama,4.0
241736563,0.46,Action,4.9
181584651,0.64,Fantasy,5.5
83183111,0.83,Crime,5.5
97539324,0.68,Action,5.3
72116525,0.78,Crime,5.8
145317560,0.56,Fantasy,4.6
162136223,0.9,Action,6.7
118941279,0.96,Crime,6.4
5161284,0.62,Horror,4.0
242187668,0.44,Action,4.6
23326382,0.66,Drama,4.6
10149531,0.41,Romance,4.0
145250758,0.59,Fantasy,4.3
150402107,0.8,Adventure,6.2
21352672,0.44,Drama,4.0
49849656,0.84,Drama,4.5
152178025,0.52,Action,4.5
43927442,0.44,Comedy,4.0
197821469,0.43,Action,4.3
78178667,0.8,Adventure,4.5
81242777,0.55,Thriller,4.2
174586549,0.4,Adventure,4.0
163247353,0.81,Fantasy,5.6
2901379,0.42,Indie,4.0
105045818,0.35,Sci-Fi,4.0
287223856,0.7,Sci-Fi,7.1
105802423,0.46,Adventure,4.0
5422809,0.33,Indie,4.0
78280822,0.94,Adventure,6.3
1549806,0.36,Indie,4.0
52420524,0.84,Drama,5.0
10925176,0.6,Romance,4.0
54754808,0.75,Thriller,4.5
4408804,0.87,Indie,4.6
122742278,0.64,Crime,5.4
34209744,0.72,Thriller,4.6
25697255,0.33,Drama,4.0
91039539,0.67,Animation,5.3
53475533,0.62,Drama,4.0
47203763,0.42,Animation,4.0
264276704,0.56,Action,6.2
26911275,0.47,Horror,4.0
5947026,0.94,Indie,4.9
55182800,0.61,Crime,4.5
40005684,0.37,Comedy,4.0
144008870,0.66,Action,5.8
206543797,0.77,Action,7.0
141649998,0.85,Animation,6.5
119692967,0.61,Action,4.0
138208144,0.77,Adventure,6.0
250595333,0.4,Sci-Fi,4.2
235691925,0.47,Fantasy,4.7
155453590,0.8,Fantasy,6.4
81302450,0.37,Comedy,4.0
164102068,0.81,Adventure,5.6
151978012,0.42,Animation,4.0
8021538,0.4,Horror,4.0
111150910,0.52,Thriller,4.3
243422453,0.56,Fantasy,6.2
288652412,0.8,Sci-Fi,7.5
144319704,0.96,Sci-Fi,6.2
64971876,0.51,Adventure,4.0
196519446,0.71,Adventure,6.5
225471682,0.62,Action,6.1
280892272,0.72,Action,6.5
123780844,0.35,Animation,4.0
19714880,0.84,Romance,4.5
23935081,0.78,Horror,4.0
105182735,0.75,Thriller,4.4
268932391,0.52,Fantasy,5.1
38356730,0.93,Drama,5.6
18738624,0.92,Drama,5.5
304605777,0.35,Action,4.9
52472063,0.4,Animation,4.0
278043863,0.69,Action,7.2
47763959,0.49,Drama,4.0
49308629,0.33,Thriller,4.0
46028210,0.57,Romance,4.0
101384512,0.74,Adventure,4.5
264003636,0.5,Fantasy,5.8
10868595,0.59,Drama,4.0
64790435,0.72,Crime,4.0
103984145,0.53,Crime,4.0
4589289,0.45,Indie,4.0
103412615,0.49,Action,4.0
279078546,0.88,Sci-Fi,6.8
41235092,0.42,Crime,4.0
13118355,0.55,Drama,4.0
148572743,0.38,Crime,4.0
37221898,0.67,Drama,4.4
59990742,0.91,Thriller,4.6
99456838,0.66,Fantasy,4.1
45700156,0.56,Animation,4.4
53212539,0.3,Drama,4.0
46253210,0.93,Drama,6.4
178714014,0.73,Adventure,5.7
41949019,0.52,Romance,4.0
105604856,0.57,Thriller,4.7
61713824,0.83,Thriller,4.3
117203226,0.39,Thriller,4.0
15502305,0.72,Drama,4.7
39438830,0.42,Thriller,4.0
244088299,0.77,Action,5.9
49052789,0.47,Drama,4.0
52769473,0.8,Comedy,5.3
277362525,0.89,Fantasy,8.0
78224527,0.89,Comedy,5.2
98937138,0.71,Thriller,5.4
22306123,0.77,Horror,4.0
42472968,0.77,Drama,4.3
35342509,0.34,Animation,4.0
75005289,0.31,Thriller,4.0
55394318,0.3,Drama,4.0
290788578,0.41,Sci-Fi,5.0
136308405,0.43,Animation,4.0
49399937,0.33,Romance,4.0
11196401,0.9,Horror,5.0
30512979,0.94,Animation,5.5
36046797,0.87,Drama,5.5
134468826,0.68,Crime,5.4
322183468,0.57,Action,6.7
38694831,0.81,Drama,5.7
137596398,0.87,Sci-Fi,6.8
224647670,0.71,Sci-Fi,5.9
147576763,0.85,Sci-Fi,5.9
3795144,0.64,Indie,4.0
102790437,0.92,Crime,6.5
43760984,0.57,Thriller,4.0
94108315,0.51,Thriller,4.0
119935461,0.43,Action,4.0
21497275,0.91,Drama,5.7
14653800,0.76,Drama,5.1
8509674,0.54,Indie,4.0
3124018,0.66,Indie,4.0
1663869,0.58,Indie,4.0
163520187,0.36,Adventure,4.0
127086617,0.55,Crime,4.7
133929301,0.88,Action,6.5
296782417,0.35,Sci-Fi,4.4
189344975,0.95,Fantasy,6.2
59707483,0.54,Animation,4.0
213140792,0.74,Fantasy,6.1
14742155,0.75,Horror,4.0
32232886,0.97,Crime,6.2
55076546,0.57,Drama,4.0
91654359,0.56,Thriller,4.0
45570560,0.86,Romance,4.4
114798419,0.51,Adventure,4.0
113622815,0.53,Fantasy,4.0
25520475,0.6,Horror,4.0
139956593,0.9,Adventure,6.3
76033036,0.6,Fantasy,4.2
59327018,0.72,Drama,4.7
5111551,0.82,Horror,4.0
85019257,0.31,Thriller,4.0
192751326,0.51,Fantasy,5.0
21761959,0.54,Horror,4.0
146296504,0.58,Fantasy,4.0
81953332,0.85,Animation,6.0
6776368,0.58,Horror,4.0
199314659,0.94,Adventure,6.7
118391813,0.7,Thriller,5.3
66112881,0.5,Comedy,4.0
222389495,0.5,Action,4.2
114738873,0.75,Fantasy,5.1
21330468,0.52,Thriller,4.0
168061002,0.57,Action,5.6
292980783,0.57,Action,6.2
89705651,0.87,Action,5.0
97823618,0.54,Animation,4.0
90146234,0.68,Sci-Fi,4.7
80990358,0.89,Animation,6.1
39377853,0.51,Romance,4.0
93608784,0.72,Animation,5.3
27948150,0.98,Horror,5.0
51750868,0.31,Thriller,4.0
159470907,0.92,Adventure,5.8
102327701,0.76,Sci-Fi,5.5
84129615,0.37,Crime,4.0
165533752,0.74,Fantasy,4.8
32998146,0.5,Romance,4.0
121427373,0.86,Fantasy,6.5
143369786,0.91,Crime,6.2
73901282,0.64,Adventure,4.2
1654501,0.74,Indie,4.0
35812959,0.9,Drama,5.9
140665650,0.73,Action,4.9
15246018,0.33,Romance,4.0
13167532,0.95,Horror,4.2
229801238,0.94,Fantasy,7.0
25322594,0.53,Horror,4.0
70227662,0.41,Thriller,4.0
39027158,0.84,Thriller,4.1
30098400,0.72,Romance,4.0
96756066,0.51,Adventure,4.0
